hospital_id,hospital_name,city,country,email,website,phone,doctor_count,fallback_portrait_count,slug,intake_url
11,"Mediclinic City Hospital","Dubai","United Arab Emirates","dubai@mediclinic.ae","http://www.mediclinic.ae/","+97144359999",0,0,mediclinic-city-hospital,https://medcasts.com/hospital-portal/portraits?hospital=mediclinic-city-hospital
17,"Prince Court Medical Centre","Kuala Lumpur","Malaysia","info@princecourt.com","https://princecourt.com/","+60321600000",0,0,prince-court-medical-centre,https://medcasts.com/hospital-portal/portraits?hospital=prince-court-medical-centre
5,"Amrita Hospital Faridabad","Faridabad","India","intl@amritahospital.org","https://amritahospitals.org/fbd/","+911800123456",1,0,amrita-hospital-faridabad,https://medcasts.com/hospital-portal/portraits?hospital=amrita-hospital-faridabad
4,"Max Super Speciality Hospital, Saket","New Delhi","India","intlpatients@maxhealthcare.com","https://www.maxhealthcare.in","+911126515050",2,0,max-hospital-saket,https://medcasts.com/hospital-portal/portraits?hospital=max-hospital-saket
6,"Sarvodaya Hospital","Faridabad","India","info@sarvodayahospital.com","","+911294000000",1,0,sarvodaya-hospital,https://medcasts.com/hospital-portal/portraits?hospital=sarvodaya-hospital
5414,"Star Hospital","Hyderabad","India","info@starhospitals.in","https://www.starhospitals.in/","040-44 777 777",0,0,star-hospital,https://medcasts.com/hospital-portal/portraits?hospital=star-hospital
8289,"Universitätsklinikum Augsburg","Augsburg","Germany","info@uk-augsburg.de","https://www.uk-augsburg.de/","+49 821 400-01",0,0,universitatsklinikum-augsburg,https://medcasts.com/hospital-portal/portraits?hospital=universitatsklinikum-augsburg
8287,"Hardtwaldklinik I","Bad Zwesten","Germany","","https://www.hardtwaldklinik1.de/","+49 5626 870",0,0,hardtwaldklinik-i,https://medcasts.com/hospital-portal/portraits?hospital=hardtwaldklinik-i
5394,"City Tower Hospitals","Chennai","India","info@citytowerhospitals.com","http://www.citytowerhospitals.net/contact.asp","",0,0,city-tower-hospitals,https://medcasts.com/hospital-portal/portraits?hospital=city-tower-hospitals
6554,"Hi-Tech Medical College & Hospital, Rourkela","Rourkela","India","","https://www.hi-techmedicalrkl.org/","",0,0,hi-tech-medical-college-hospital-rourkela,https://medcasts.com/hospital-portal/portraits?hospital=hi-tech-medical-college-hospital-rourkela
6641,"Nagaland Institute of Medical Sciences and  Research (NIMSR)","Kohima","India","nimsrkohima@gmail.com","https://nimsr.nagaland.gov.in","",0,0,nagaland-institute-of-medical-sciences-and-research-nimsr,https://medcasts.com/hospital-portal/portraits?hospital=nagaland-institute-of-medical-sciences-and-research-nimsr
5397,"K.H.M.Hospital","Chennai","India","khmhospital@gmail.com","https://khmhospital.com/","",0,0,k-h-m-hospital,https://medcasts.com/hospital-portal/portraits?hospital=k-h-m-hospital
4698,"Klinikum Aschaffenburg","Aschaffenburg","Germany","info@klinikum-ab-alz.de","https://www.klinikum-ab-alz.de/","+49 6021 32",0,0,klinikum-aschaffenburg,https://medcasts.com/hospital-portal/portraits?hospital=klinikum-aschaffenburg
8291,"Johannesstift","Bielefeld","Germany","info@evkb.de","https://evkb.de/ueber-uns/standorte-anfahrt/johannesstift/","+49 521 772-702",0,0,johannesstift,https://medcasts.com/hospital-portal/portraits?hospital=johannesstift
8293,"Kinderklinik Schömberg","Schömberg","Germany","","http://www.kiklisch.de","",0,0,kinderklinik-schomberg,https://medcasts.com/hospital-portal/portraits?hospital=kinderklinik-schomberg
5197,"Sultan Ismail Hospital","Johor Bahru","Malaysia","","http://hsi.moh.gov.my/","",0,0,sultan-ismail-hospital,https://medcasts.com/hospital-portal/portraits?hospital=sultan-ismail-hospital
5400,"BM Hospital","Chennai","India","","https://bmhospitals.com/","044-22670277",0,0,bm-hospital,https://medcasts.com/hospital-portal/portraits?hospital=bm-hospital
5403,"Ramakrishna Hospital","Bangalore South","India","","http://rkhealth.com/","+918040800300",0,0,ramakrishna-hospital,https://medcasts.com/hospital-portal/portraits?hospital=ramakrishna-hospital
2619,"Ao Luek Hospital","Khlong Hin","Thailand","","https://aoluk-hospital.net","",0,0,ao-luek-hospital,https://medcasts.com/hospital-portal/portraits?hospital=ao-luek-hospital
8295,"Hümmling Hospital Sögel","Sögel","Germany","verwaltung@hospital-soegel.de","https://www.hümmling-hospital-sögel.de/","+49 5952 209 0",0,0,hummling-hospital-sogel,https://medcasts.com/hospital-portal/portraits?hospital=hummling-hospital-sogel
5410,"Borivali West","Mumbai","India","hospitaldhanvantari621@gmail.com","https://dhanvantarihospitals.com/","",0,0,borivali-west,https://medcasts.com/hospital-portal/portraits?hospital=borivali-west
8297,"BürgerGesundheitsPark","Bad Gandersheim","Germany","","https://www.buergergesundheitspark.de/","+49 5382 702-0",0,0,burgergesundheitspark,https://medcasts.com/hospital-portal/portraits?hospital=burgergesundheitspark
8296,"Allgemeines Krankenhaus","Celle","Germany","","https://www.akh-celle.de/","+49 5141 72 0",0,0,allgemeines-krankenhaus,https://medcasts.com/hospital-portal/portraits?hospital=allgemeines-krankenhaus
8298,"Paracelsus-Krankenhaus","Bad Liebenzell","Germany","","https://www.paracelsus-krankenhaus.de/","",0,0,paracelsus-krankenhaus,https://medcasts.com/hospital-portal/portraits?hospital=paracelsus-krankenhaus
8282,"Klinikum Fulda","Fulda","Germany","info@klinikum-fulda.de","https://www.klinikum-fulda.de/","+49 661 840",0,0,klinikum-fulda,https://medcasts.com/hospital-portal/portraits?hospital=klinikum-fulda
5395,"Sri Ramakrishna Dental Hospital","Coimbatore South","India","","https://srdch.ac.in","",0,0,sri-ramakrishna-dental-hospital,https://medcasts.com/hospital-portal/portraits?hospital=sri-ramakrishna-dental-hospital
5417,"Mallige Medical Centre","Bangalore","India","","https://www.mallige.com/","080 2220 3333",0,0,mallige-medical-centre,https://medcasts.com/hospital-portal/portraits?hospital=mallige-medical-centre
8301,"AMEOS Klinikum Eutin","Eutin","Germany","","https://www.ameos.eu/standorte/ameos-nord/eutin/","+49 4521 787 0",0,0,ameos-klinikum-eutin,https://medcasts.com/hospital-portal/portraits?hospital=ameos-klinikum-eutin
8300,"AMEOS Klinikum","Kiel","Germany","","https://www.ameos.eu/standorte/ameos-nord/kiel/ameos-klinikum-kiel/","+49 431 780530",0,0,ameos-klinikum,https://medcasts.com/hospital-portal/portraits?hospital=ameos-klinikum
7282,"Özel Aspendos Anadolu Hastanesi","Serik","Turkey","","https://www.anatoliahospital.com/","+902427225353",0,0,ozel-aspendos-anadolu-hastanesi,https://medcasts.com/hospital-portal/portraits?hospital=ozel-aspendos-anadolu-hastanesi
7546,"TCM-Klinik","Bad Kötzting","Germany","kontakt@tcm.info","http://www.tcm-klinik-koetzting.de/","+49 9941 609-0",0,0,tcm-klinik,https://medcasts.com/hospital-portal/portraits?hospital=tcm-klinik
8303,"Deister Süntel Klinik Bad Münder","Bad Münder am Deister","Germany","","https://dsk-bm.de/","",0,0,deister-suntel-klinik-bad-munder,https://medcasts.com/hospital-portal/portraits?hospital=deister-suntel-klinik-bad-munder
8305,"Helios Agnes-Karll-Krankenhaus Bad Schwartau","Bad Schwartau","Germany","","https://www.helios-gesundheit.de/kliniken/bad-schwartau/","+49 451 20070",0,0,helios-agnes-karll-krankenhaus-bad-schwartau,https://medcasts.com/hospital-portal/portraits?hospital=helios-agnes-karll-krankenhaus-bad-schwartau
5396,"Apollo Hospitals, Tondiarpet","Chennai","India","enquiry@apollohospitals.com","https://www.apollohospitals.com/","",0,0,apollo-hospitals-tondiarpet,https://medcasts.com/hospital-portal/portraits?hospital=apollo-hospitals-tondiarpet
5425,"Yashoda Super Speciality Hospital, Anand Vihar","Ghaziabad","India","admin.yhk@yashodahospital.org","https://www.yashodahospital.org/","",0,0,yashoda-super-speciality-hospital-anand-vihar,https://medcasts.com/hospital-portal/portraits?hospital=yashoda-super-speciality-hospital-anand-vihar
8309,"Kreiskrankenhaus Erbach","Erbach","Germany","","https://www.gz-odw.de/kreiskrankenhaus/","",0,0,kreiskrankenhaus-erbach,https://medcasts.com/hospital-portal/portraits?hospital=kreiskrankenhaus-erbach
4085,"Krankenhaus","Apolda","Germany","","https://www.bergmanclinics-hofgartenklinik.de/","",0,0,krankenhaus,https://medcasts.com/hospital-portal/portraits?hospital=krankenhaus
5517,"North Bengal Medical College","Matigara block","India","","https://nbmch.ac.in/","",0,0,north-bengal-medical-college,https://medcasts.com/hospital-portal/portraits?hospital=north-bengal-medical-college
8317,"Kreiskrankenhaus Frankenberg","Frankenberg (Eder)","Germany","","https://www.krankenhaus-frankenberg.de/","+49 6451 550",0,0,kreiskrankenhaus-frankenberg,https://medcasts.com/hospital-portal/portraits?hospital=kreiskrankenhaus-frankenberg
8321,"Fachkrankenhaus für Dermatologie Schloß Friedensburg","Leutenberg","Germany","","https://www.schlossfriedensburg.de/startseite.html","+49 36734 800",0,0,fachkrankenhaus-fur-dermatologie-schlo-friedensburg,https://medcasts.com/hospital-portal/portraits?hospital=fachkrankenhaus-fur-dermatologie-schlo-friedensburg
200,"Medica Superspecialty Hospital","Kolkata","India","contactus@medicahospitals.in","http://www.medicahospitals.in/","91 33 66520000",0,0,medica-superspecialty-hospital,https://medcasts.com/hospital-portal/portraits?hospital=medica-superspecialty-hospital
6356,"Anuchandra Accident Hospital","Baramati","India","support@anuchandrahospital.com","https://www.anuchandrahospital.com/","",0,0,anuchandra-accident-hospital,https://medcasts.com/hospital-portal/portraits?hospital=anuchandra-accident-hospital
4432,"Bezirkskrankenhaus Augsburg","Augsburg","Germany","","http://www.bkh-augsburg.de/","+49 821 4803-0",0,0,bezirkskrankenhaus-augsburg,https://medcasts.com/hospital-portal/portraits?hospital=bezirkskrankenhaus-augsburg
32,"College of Medicine & Sagar Dutta Hospital","Kamarhati","India","","http://www.cmsdh.edu.in/","",0,0,college-of-medicine-sagar-dutta-hospital,https://medcasts.com/hospital-portal/portraits?hospital=college-of-medicine-sagar-dutta-hospital
5415,"Kailash Hospital & Heart Institute","Noida","India","kailash.Noida@kailashhealthcare.com","https://www.kailashhealthcare.com/","0120 244 4444",0,0,kailash-hospital-heart-institute,https://medcasts.com/hospital-portal/portraits?hospital=kailash-hospital-heart-institute
8315,"Sankt-Marien-Hospital Bonn","Bonn","Germany","info@marien-hospital-bonn.de","https://www.gfo-kliniken-bonn.de/startseite.html","+49 228 5050",0,0,sankt-marien-hospital-bonn,https://medcasts.com/hospital-portal/portraits?hospital=sankt-marien-hospital-bonn
8324,"Robert-Bosch-Krankenhaus, Standort City","Stuttgart","Germany","","https://www.rbk.de/standorte/robert-bosch-krankenhaus-standort-city.html","+49 711 2156-0",0,0,robert-bosch-krankenhaus-standort-city,https://medcasts.com/hospital-portal/portraits?hospital=robert-bosch-krankenhaus-standort-city
8316,"Hardtwaldklinik II","Bad Zwesten","Germany","","https://www.hardtwaldklinik2.de/","+49 5626 880",0,0,hardtwaldklinik-ii,https://medcasts.com/hospital-portal/portraits?hospital=hardtwaldklinik-ii
3661,"Dubai Herbal and Treatment Centre","Dubai","United Arab Emirates","","http://www.dubaihtc.com/","0097143351200",0,0,dubai-herbal-and-treatment-centre,https://medcasts.com/hospital-portal/portraits?hospital=dubai-herbal-and-treatment-centre
8334,"München Klinik Bogenhausen","München","Germany","kmb@kh-bogenhausen.de","https://www.muenchen-klinik.de/krankenhaus/bogenhausen/","+49 89 9270-0",0,0,munchen-klinik-bogenhausen,https://medcasts.com/hospital-portal/portraits?hospital=munchen-klinik-bogenhausen
8340,"AMEOS Klinikum Haldensleben - Psychiatrie","Haldensleben","Germany","","https://www.ameos.de/klinikum-haldensleben","+49 3904 4750",0,0,ameos-klinikum-haldensleben-psychiatrie,https://medcasts.com/hospital-portal/portraits?hospital=ameos-klinikum-haldensleben-psychiatrie
5455,"Subodh Mitra Cancer Hospital and Research Centre","Bidhannagar","India","","http://ww16.cancerhospital.org/","03323352515",0,0,subodh-mitra-cancer-hospital-and-research-centre,https://medcasts.com/hospital-portal/portraits?hospital=subodh-mitra-cancer-hospital-and-research-centre
5149,"University Kebangsaan Malaysia Medical Centre","Kuala Lumpur","Malaysia","","http://www.ppukm.ukm.my/","",1,1,university-kebangsaan-malaysia-medical-centre,https://medcasts.com/hospital-portal/portraits?hospital=university-kebangsaan-malaysia-medical-centre
5421,"Dr. Chaku Eye SurgeryCentre","Ludhiana","India","chughnavjot@yahoo.co.in","http://www.chugheyesurgery.com/","0161 245 5391",0,0,dr-chaku-eye-surgerycentre,https://medcasts.com/hospital-portal/portraits?hospital=dr-chaku-eye-surgerycentre
4473,"Maximilian MVZ - Medizinische Versorgungszentrum für Augenheilkunde Nuernberg","Nuremberg","Germany","","http://maximilian-mvz.de/","",0,0,maximilian-mvz-medizinische-versorgungszentrum-fur-augenheilkunde-nuernberg,https://medcasts.com/hospital-portal/portraits?hospital=maximilian-mvz-medizinische-versorgungszentrum-fur-augenheilkunde-nuernberg
8347,"Evangelische Stiftung Tannenhof","Remscheid","Germany","","https://www.stiftung-tannenhof.de/","+49 2191 120",0,0,evangelische-stiftung-tannenhof,https://medcasts.com/hospital-portal/portraits?hospital=evangelische-stiftung-tannenhof
5408,"Innova Children's Heart Hospital","Hyderabad","India","","https://www.innovahospitals.in/","040 2700 7272 ; 9000991535",0,0,innova-children-s-heart-hospital,https://medcasts.com/hospital-portal/portraits?hospital=innova-children-s-heart-hospital
5404,"Chord Road Hospital Pvt Ltd","Basaveshwara Nagar, Bangalore","India","chordroadhospital100@yahoo.co.in","http://www.chordroadhospitalent.com/","+91-80-23225858;+91-80-2322586",0,0,chord-road-hospital-pvt-ltd,https://medcasts.com/hospital-portal/portraits?hospital=chord-road-hospital-pvt-ltd
8352,"Sophien- und Hufeland- Klinikum Weimar","Weimar","Germany","","https://www.klinikum-weimar.de/","",0,0,sophien-und-hufeland-klinikum-weimar,https://medcasts.com/hospital-portal/portraits?hospital=sophien-und-hufeland-klinikum-weimar
5457,"Yashoda Super Speciality Hospital","Hyderabad","India","malakpet@yashodamail.com","https://www.yashodahospitals.com/","040 45674567; 040 2455 6257",0,0,yashoda-super-speciality-hospital,https://medcasts.com/hospital-portal/portraits?hospital=yashoda-super-speciality-hospital
6372,"Beams Hospital Pvt.Ltd.","Amritsar","India","","http://www.beamshospitals.com/amritsar.htm","",0,0,beams-hospital-pvt-ltd,https://medcasts.com/hospital-portal/portraits?hospital=beams-hospital-pvt-ltd
5466,"Tagore Hospital and Heart Care Center","Jalandhar","India","","https://www.tagorehospital.com/","0181 468 5700",0,0,tagore-hospital-and-heart-care-center,https://medcasts.com/hospital-portal/portraits?hospital=tagore-hospital-and-heart-care-center
4496,"Helios Hospital Krefeld","Krefeld","Germany","","http://www.helios-kliniken.de/klinik/krefeld.html","",0,0,helios-hospital-krefeld,https://medcasts.com/hospital-portal/portraits?hospital=helios-hospital-krefeld
4506,"Klinik Königshof","Krefeld","Germany","","http://www.klinik-koenigshof-krefeld.de/start/","",0,0,klinik-konigshof,https://medcasts.com/hospital-portal/portraits?hospital=klinik-konigshof
1018,"IPGMER and SSKM Hospital","Kolkata","India","","https://www.ipgmer.gov.in/","",1,1,ipgmer-and-sskm-hospital,https://medcasts.com/hospital-portal/portraits?hospital=ipgmer-and-sskm-hospital
6377,"Eskag Sanjeevani Hospital","Baranagar","India","","https://eskagsanjeevani.com/","",0,0,eskag-sanjeevani-hospital,https://medcasts.com/hospital-portal/portraits?hospital=eskag-sanjeevani-hospital
6380,"Hope Hospital, Ludhiana","Ludhiana","India","","http://www.hopehospitalludhiana.com","+91-161-2301003, 2302003",0,0,hope-hospital-ludhiana,https://medcasts.com/hospital-portal/portraits?hospital=hope-hospital-ludhiana
6415,"Sri Guru Harkrishan Sahib (C) Eye Institute And Super Speciality Hospital","S.A.S. Nagar (Mohali) Tahsil","India","info@sghshospitals.com","https://www.sghshospitals.com/","+91 8725001324 ;+91 172-229500",0,0,sri-guru-harkrishan-sahib-c-eye-institute-and-super-speciality-hospital,https://medcasts.com/hospital-portal/portraits?hospital=sri-guru-harkrishan-sahib-c-eye-institute-and-super-speciality-hospital
6773,"Nizam's Institute Of Medical Sciences","Hyderabad","India","","https://nims.edu.in/","040-23489000; 040-23489244",3,2,nizam-s-institute-of-medical-sciences,https://medcasts.com/hospital-portal/portraits?hospital=nizam-s-institute-of-medical-sciences
5472,"Sai Hospital, Dugha","Hamirpur","India","info@saiHospital.net","http://saiHospital.net/","",0,0,sai-hospital-dugha,https://medcasts.com/hospital-portal/portraits?hospital=sai-hospital-dugha
5475,"Sree Latha Hospital","Rajamahendravaram","India","info@srilathahospitals.com","http://srilathahospitals.com/","+0883-241950, 0883-2461960.",0,0,sree-latha-hospital,https://medcasts.com/hospital-portal/portraits?hospital=sree-latha-hospital
8356,"HELIOS Hanseklinikum Stralsund","Stralsund","Germany","hst-info@helios-kliniken.de","https://www.helios-gesundheit.de/standorte-angebote/kliniken/stralsund/","+49 3831 350",0,0,helios-hanseklinikum-stralsund,https://medcasts.com/hospital-portal/portraits?hospital=helios-hanseklinikum-stralsund
8357,"Klinik Menterschwaige","München","Germany","info@klinik-menterschwaige.de","https://www.klinik-menterschwaige.de/","+49 89 642723 0",0,0,klinik-menterschwaige,https://medcasts.com/hospital-portal/portraits?hospital=klinik-menterschwaige
5401,"Dr. S. G. Rajarathinam Hospital","Coimbatore","India","","https://dr-sg-rajarathnam-hospital.business.site/","+914222236730",0,0,dr-s-g-rajarathinam-hospital,https://medcasts.com/hospital-portal/portraits?hospital=dr-s-g-rajarathinam-hospital
8358,"Ohlstadtklinik","Ohlstadt","Germany","service@ohlstadtklinik.de","https://www.ohlstadtklinik.de/","+49 8841 601-0",0,0,ohlstadtklinik,https://medcasts.com/hospital-portal/portraits?hospital=ohlstadtklinik
8359,"Kreisklinik Groß-Umstadt","Groß-Umstadt","Germany","","https://www.kreiskliniken-darmstadt-dieburg.de","",0,0,kreisklinik-gro-umstadt,https://medcasts.com/hospital-portal/portraits?hospital=kreisklinik-gro-umstadt
5157,"Universiti Malaya Medical Centre","Kuala Lumpur","Malaysia","","http://www.ummc.edu.my/#","",1,0,universiti-malaya-medical-centre,https://medcasts.com/hospital-portal/portraits?hospital=universiti-malaya-medical-centre
991,"Government Medical College and Hospital, Chandigarh","Chandigarh","India","","http://www.gmch.gov.in","",0,0,government-medical-college-and-hospital-chandigarh,https://medcasts.com/hospital-portal/portraits?hospital=government-medical-college-and-hospital-chandigarh
5405,"Pristline Hospital","Basaveshwara Nagar, Bangalore","India","pristinehospitals@pristinehospitals.com","http://www.pristinehospitals.com/","+91-80-41354444;+91-80-5127077",0,0,pristline-hospital,https://medcasts.com/hospital-portal/portraits?hospital=pristline-hospital
5490,"Dr. Dalvi Memorial Hospital and Research Centre","Nagpur","India","","https://dalvihospital.org/","+91 712 2766414",0,0,dr-dalvi-memorial-hospital-and-research-centre,https://medcasts.com/hospital-portal/portraits?hospital=dr-dalvi-memorial-hospital-and-research-centre
8363,"Kinderzentrum Haus 2","Bielefeld","Germany","kindertagesklinik@evkb.de","https://evkb.de/kliniken-zentren/zentren/kinderzentrum/","+49 521 77278050",0,0,kinderzentrum-haus-2,https://medcasts.com/hospital-portal/portraits?hospital=kinderzentrum-haus-2
8366,"Vinzentius-Krankenhaus","Landau in der Pfalz","Germany","","https://www.vinzentius.de","",0,0,vinzentius-krankenhaus,https://medcasts.com/hospital-portal/portraits?hospital=vinzentius-krankenhaus
8365,"Krankenhaus Mara","Bielefeld","Germany","info@mara.de","https://www.mara.de/","+49 521 772-701",0,0,krankenhaus-mara,https://medcasts.com/hospital-portal/portraits?hospital=krankenhaus-mara
5413,"Sriraksha","Khammam","India","","www.sriraksha.org","9951905940",0,0,sriraksha,https://medcasts.com/hospital-portal/portraits?hospital=sriraksha
5496,"Cure It Hospital Pvt.Ltd","Nagpur","India","","http://www.cureithospital.com/","+91 712 646 5102",0,0,cure-it-hospital-pvt-ltd,https://medcasts.com/hospital-portal/portraits?hospital=cure-it-hospital-pvt-ltd
8371,"Krankenhaus für Naturheilweisen","München","Germany","","https://www.krankenhaus-naturheilweisen.de/","",0,0,krankenhaus-fur-naturheilweisen,https://medcasts.com/hospital-portal/portraits?hospital=krankenhaus-fur-naturheilweisen
3962,"Klinikum St. Georg","Leipzig","Germany","","http://www.sanktgeorg.de/home.html","",0,0,klinikum-st-georg,https://medcasts.com/hospital-portal/portraits?hospital=klinikum-st-georg
8372,"Klinik Vincentinum","Augsburg","Germany","","https://www.klinik-vincentinum.de","+49 821 3167-0",0,0,klinik-vincentinum,https://medcasts.com/hospital-portal/portraits?hospital=klinik-vincentinum
611,"Akhand Jyoti Eye Hospital","Dariapur","India","","https://www.akhandjyoti.com","",0,0,akhand-jyoti-eye-hospital,https://medcasts.com/hospital-portal/portraits?hospital=akhand-jyoti-eye-hospital
262,"Chittaranjan National Cancer Institute","Baranagar","India","","https://www.cnci.ac.in/","",1,1,chittaranjan-national-cancer-institute,https://medcasts.com/hospital-portal/portraits?hospital=chittaranjan-national-cancer-institute
4717,"KRH Klinikum Agnes Karll Laatzen","Laatzen","Germany","","https://laatzen.krh.de/","",0,0,krh-klinikum-agnes-karll-laatzen,https://medcasts.com/hospital-portal/portraits?hospital=krh-klinikum-agnes-karll-laatzen
8367,"Waldklinik","Bernburg","Germany","verwaltung@waldklinik-bernburg.de","https://www.waldklinik-bernburg.de/","+49 3471 365-0",0,0,waldklinik,https://medcasts.com/hospital-portal/portraits?hospital=waldklinik
5409,"Divakars speciality Hospital","Bengaluru","India","","http://www.healthforher.in/","",0,0,divakars-speciality-hospital,https://medcasts.com/hospital-portal/portraits?hospital=divakars-speciality-hospital
8376,"NEXUS-Klinik Baden-Baden","Baden-Baden","Germany","","https://www.nexusklinik.de","",0,0,nexus-klinik-baden-baden,https://medcasts.com/hospital-portal/portraits?hospital=nexus-klinik-baden-baden
8375,"Krankenhaus Herrenberg","Herrenberg","Germany","","https://www.klinikverbund-suedwest.de/krankenhaus-herrenberg","",0,0,krankenhaus-herrenberg,https://medcasts.com/hospital-portal/portraits?hospital=krankenhaus-herrenberg
8381,"St. Franziskus Hospital","Lohne","Germany","","https://www.franziskushospital-lohne.de","",0,0,st-franziskus-hospital,https://medcasts.com/hospital-portal/portraits?hospital=st-franziskus-hospital
5418,"Shimla Sanitarium and Hospital","Shimla","India","","http://www.simlasanitariumandhospital.org","",0,0,shimla-sanitarium-and-hospital,https://medcasts.com/hospital-portal/portraits?hospital=shimla-sanitarium-and-hospital
8385,"Helios Klinik Duisburg Homberg","Duisburg","Germany","","https://www.helios-gesundheit.de/kliniken/duisburg-homberg/","+492066290",0,0,helios-klinik-duisburg-homberg,https://medcasts.com/hospital-portal/portraits?hospital=helios-klinik-duisburg-homberg
5512,"Nanavati Hospital, Mumbai","Mumbai","India","info@nanavatihospital.org","https://www.nanavatihospital.org/","2226267500",0,0,nanavati-hospital-mumbai,https://medcasts.com/hospital-portal/portraits?hospital=nanavati-hospital-mumbai
4374,"Agaplesion Elisabethenstift","Darmstadt","Germany","info.eke@agaplesion.de","http://www.agaplesion-elisabethenstift.de/","+49 6151 4030",0,0,agaplesion-elisabethenstift,https://medcasts.com/hospital-portal/portraits?hospital=agaplesion-elisabethenstift
8388,"Klinikum Aschaffenburg-Alzenau","Alzenau","Germany","","https://www.klinikum-ab-alz.de","+49 6023 506-0",0,0,klinikum-aschaffenburg-alzenau,https://medcasts.com/hospital-portal/portraits?hospital=klinikum-aschaffenburg-alzenau
8393,"Klinik für MIC Minimal Invasive Chirurgie","Berlin","Germany","","https://mic-berlin.de/","",0,0,klinik-fur-mic-minimal-invasive-chirurgie,https://medcasts.com/hospital-portal/portraits?hospital=klinik-fur-mic-minimal-invasive-chirurgie
8395,"Donau-Ries-Klinik","Donauwörth","Germany","","https://www.donkliniken.de/","+49 906 7820",0,0,donau-ries-klinik,https://medcasts.com/hospital-portal/portraits?hospital=donau-ries-klinik
5519,"Prashanth Hospital","Bengaluru","India","prashanthhospital1996@gmail.com","http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf","080 4150 3714",0,0,prashanth-hospital,https://medcasts.com/hospital-portal/portraits?hospital=prashanth-hospital
5524,"Apex Hospitals Pvt Ltd","Jaipur Municipal Corporation","India","","https://www.apexhospitals.com/","",0,0,apex-hospitals-pvt-ltd,https://medcasts.com/hospital-portal/portraits?hospital=apex-hospitals-pvt-ltd
8396,"Waldhausklinik Deuringen","Stadtbergen","Germany","","https://www.waldhausklinik.de/","+49 821 43050",0,0,waldhausklinik-deuringen,https://medcasts.com/hospital-portal/portraits?hospital=waldhausklinik-deuringen
5422,"BGS Gleneagles Hospitals","Bengaluru","India","web.enquiries@globalhospitalsindia.com","https://bgsgleneaglesglobalhospitalbengaluru.com/","",0,0,bgs-gleneagles-hospitals,https://medcasts.com/hospital-portal/portraits?hospital=bgs-gleneagles-hospitals
8390,"Klinik am Zuckerberg","Braunschweig","Germany","","https://www.klinik-am-zuckerberg.de/","",0,0,klinik-am-zuckerberg,https://medcasts.com/hospital-portal/portraits?hospital=klinik-am-zuckerberg
